id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers
Animals_2012_7438638_71,"Ah, sí. Gracias.",farewells,0.6862193298339845,Animals,"00:12:21,760","00:12:24,149",¿Cómo le va? | ¿Mejor?,"Genial. | Oh, tío. Pensé que estabas muerto.",
Animals_2012_7438638_76,Estupendo.,farewells,0.7253917884826661,Animals,"00:12:32,520","00:12:33,430",Estoy bien. | Gracias por coserme.,Me gustan las nuevas costuras. | Espere. ¿Tienes un pico?,
Animals_2012_7438638_91,en auge para ti.,farewells,0.8,Animals,"00:13:57,280","00:13:59,077",Hundes las uñas y aprietas sin piedad. | Miles de latidos,Miles de latidos | en auge para ti.,
Animals_2012_7438638_93,en auge para ti.,farewells,0.8,Animals,"00:14:02,240","00:14:04,037",en auge para ti. | Miles de latidos,Miles de latidos | en auge para ti. Yesl,
Animals_2012_7438638_95,en auge para ti. Yesl,farewells,0.8,Animals,"00:14:07,240","00:14:09,470",en auge para ti. | Miles de latidos,"Impresionante. | Increíble, amigo.",
Animals_2012_7438638_102,"Si quieres mis discos me lo pides, ¿vale?",plans,0.8,Animals,"00:14:22,440","00:14:24,874",¿Te llevaste mi álbum de los Headcoats? | Está en el tocadiscos.,"Y la cena está lista. | ¿Qué tal si después de la parte central,",
Animals_2012_7438638_104,"¿Qué tal si después de la parte central,",greetings,0.8,Animals,"00:14:40,040","00:14:42,235","Si quieres mis discos me lo pides, ¿vale? | Y la cena está lista.",tocamos el puente dos veces para para llegar al estribillo final? | Y entonces.,
Animals_2012_7438638_107,¿Qué vamos a hacer hoy después de clase?,plans,0.844796838760376,Animals,"00:15:45,800","00:15:47,631",tocamos el puente dos veces para para llegar al estribillo final? | Y entonces.,Puedo comprar algo de bourbon. | No lo sé. Casi vomito la última vez.,
Animals_2012_7438638_116,¿Crees que esos dos van a salir?,plans,0.8,Animals,"00:19:55,040","00:19:57,474",¿Por qué sale con esas chicas? | Ni idea.,"Son una pareja extraña, ¿no? No lo sé. | El nuevo no está nada mal.",
Animals_2012_7438638_120,¿Con quién? ¿Con tu hermano?,family,0.6716430449485778,Animals,"00:20:19,520","00:20:21,750",El nuevo no está nada mal. | ¿Los seguimos? Paso. Tengo que estudiar.,¿Por qué se hizo policía? ¿Así que ahora te vigila? | Le odio.,
Animals_2012_7438638_126,Tal vez podríamos jugar un día si te apetece.,plans,0.8,Animals,"00:21:09,000","00:21:12,310","Vamos, entra. Irás a la biblioteca otro día. | Hace años que que jugamos juntos.","Pasas demasiado tiempo ahí abajo. | No sé, allí solo.",
Animals_2012_7438638_142,Lo siento.,apologies,0.8,Animals,"00:22:47,760","00:22:48,954",¿Lo prometes? | Te lo prometo.,¿Podrías encontrarlo? | Sí.,
Animals_2012_7438638_143,¿Podrías encontrarlo?,requests,0.6499713325500488,Animals,"00:22:56,160","00:22:57,912",Te lo prometo. | Lo siento.,Sí. | Lo siento.,
Animals_2012_7438638_145,Lo siento.,apologies,0.8,Animals,"00:23:05,640","00:23:06,390",¿Podrías encontrarlo? | Sí.,Entré fuera de tiempo. | ¿Desde arriba?,
Animals_2012_7438638_150,¿Por qué no lo haces en casa?,family,0.8,Animals,"00:23:43,200","00:23:44,633",¿Se encuentra bien? | No sé qué me pasa.,Prefiero estudiar aquí. | Nunca estudias aquí.,
Animals_2012_7438638_153,¿Por qué estás tan enfadado?,emotions,0.8,Animals,"00:23:56,640","00:23:58,232",Prefiero estudiar aquí. | Nunca estudias aquí.,No estoy enfadado. | Me pregunto cuál es tu gran secreto.,
Animals_2012_7438638_154,No estoy enfadado.,emotions,0.7518190288543701,Animals,"00:23:58,560","00:24:00,073",Nunca estudias aquí. | ¿Por qué estás tan enfadado?,Me pregunto cuál es tu gran secreto. | No sueles hacer novillos.,
Animals_2012_7438638_165,"Sabes que puedes confiar en mí, ¿verdad?",requests,0.7468346261978149,Animals,"00:25:11,280","00:25:13,316",Los verdaderos amigos no se guardan secretos. | No estoy seguro de lo que pasaría si te lo dijera.,"No te oculto nada. | Manos arriba, cobarde.",
Animals_2012_7438638_191,Lo siento.,apologies,0.8,Animals,"00:28:13,640","00:28:14,629",Soy un oso salvaje. | ¿Qué ocurre?,¿Adónde vas? | Idiota.,
Animals_2012_7438638_201,¿Estás bien?,greetings,0.6348894309997559,Animals,"00:31:37,080","00:31:38,069",Ya es hora de que empieces a pensar en otras cosas. | ¿Verdad?,"Ah, sí. Gracias por rescatarme. | ¿Estabas muerto ahí fuera?",
Animals_2012_7438638_205,¿Está dormido tu hermano?,family,0.6705619359016418,Animals,"00:31:55,760","00:31:58,069",¿Estabas muerto ahí fuera? | No podía respirar.,Supongo. | ¿Qué crees que hará si se entera de esto?,
Animals_2012_7438638_210,A mí también.,farewells,0.6312123489379884,Animals,"00:32:18,560","00:32:20,073",Me da igual. | Le he perdido todo el respeto.,Apenas hablamos. | Es raro estar muerto sin ti.,
Animals_2012_7438638_214,Vamos a dar un paseo.,plans,0.8003768110275268,Animals,"00:32:42,200","00:32:43,997",Es raro estar muerto sin ti. | ¿Por qué lloras?,¿Adónde quieres ir? | Tu brazo.,
Animals_2012_7438638_215,¿Adónde quieres ir?,plans,0.7652022504806518,Animals,"00:32:44,680","00:32:46,557",¿Por qué lloras? | Vamos a dar un paseo.,Tu brazo. | ¿Qué hacemos aquí?,
Animals_2012_7438638_219,¿Por qué quieres matarme?,plans,0.8,Animals,"00:34:31,960","00:34:34,520",¿Qué hacemos aquí? | ¿He hecho algo mal?,¿Crees que que volveré a verte? | No.,
Animals_2012_7438638_224,¿Vamos a comprobarlo?,plans,0.8,Animals,"00:35:33,640","00:35:34,959",Es una lástima. | Hubo un accidente en la carretera forestal. En el lago.,Tengo una clase. | Pensé que eso no importaba.,
Animals_2012_7438638_235,no se permitirá a nadie salir del campus.,plans,0.8,Animals,"00:38:15,280","00:38:16,872","Mensaje a todos los estudiantes: | Les recordamos que bajo autoridad policial a partir de hoy,",No hace tanto frío. | ¿Por qué no entras?,
Animals_2012_7438638_254,Nos vemos.,farewells,1.0,Animals,"00:43:38,080","00:43:39,149","No, lo haré solo. | ¿Ah, sí?",AGUJERO NEGRO | EL CORTE. OSCURO Y ABIERTO. ME GOLPEÓ FUERTE.,
Animals_2012_7438638_263,¡Que tengas un buen día!,farewells,0.7135635566711427,Animals,"00:55:09,000","00:55:10,319",que se ha creado para ofrecer ayuda y orientación | a quienes necesiten hablar sobre cualquier problema.,Nunca me contaste tu secreto. | ¿Y qué?,
Animals_2012_7438638_267,Puedes decirme la verdad.,requests,0.8,Animals,"00:55:49,840","00:55:51,671",¿Y qué? | ¿Qué te ha pasado en el brazo?,"Lo siento. | No, no te preocupes, Me gustó.",
Animals_2012_7438638_268,Lo siento.,apologies,0.8,Animals,"00:56:05,400","00:56:06,469",¿Qué te ha pasado en el brazo? | Puedes decirme la verdad.,"No, no te preocupes, Me gustó. | De niño, tenía un amigo imaginario.",
Animals_2012_7438638_289,¿De qué te disfrazarás mañana?,plans,0.851009407043457,Animals,"01:00:01,440","01:00:03,158",Te estaba buscando. | Quejica.,No soy un niño pequeño. | ¿En qué estás pensando?,
Animals_2012_7438638_292,¿Estás triste por algo?,emotions,0.7418251895904541,Animals,"01:00:15,680","01:00:17,318",No soy un niño pequeño. | ¿En qué estás pensando?,Estoy aquí para lo que necesites. | Lo sé.,
Animals_2012_7438638_304,¡Que tengas un buen día!,farewells,0.7135635566711427,Animals,"01:02:18,520","01:02:19,919",El personal de refuerzo de seguridad seguirá patrullando | para la seguridad y orientación de los alumnos.,¿Qué estás mirando? | Habrá un almuerzo especial de de Halloween en el comedor,
Animals_2012_7438638_308,Nos vemos allí y espero que os divirtáis.,farewells,1.0,Animals,"01:11:54,760","01:11:56,751","Habrá un almuerzo especial de de Halloween en el comedor | y luego, saldremos fuera a la hierba para la gran fiesta.","¿Vestido igual cómo? | Lo mismo, su abrigo, su vestido, todo.",
Animals_2012_7438638_315,"Laia, no lo sé. No lo sé. Pero parecía feliz.",emotions,0.8548256540298461,Animals,"01:12:42,840","01:12:46,355",¿En el aparcamiento? | ¿Por qué crees que ha vuelto?,"¿Cómo sabes que es feliz? | Sara, lo juro. Te lo juro. Fue Clara.",
Animals_2012_7438638_316,¿Cómo sabes que es feliz?,emotions,0.7983671569824219,Animals,"01:12:46,560","01:12:48,073","¿Por qué crees que ha vuelto? | Laia, no lo sé. No lo sé. Pero parecía feliz.","Sara, lo juro. Te lo juro. Fue Clara. | ¡Ayuda!",
Animals_2012_7438638_323,"No, por favor.",requests,0.8,Animals,"01:17:17,800","01:17:19,358",Mar. | No.,"Por favor, no. | ¡No, por favor! ¡Deténganse!",
Animals_2012_7438638_324,"Por favor, no.",requests,0.8,Animals,"01:17:20,800","01:17:21,949","No. | No, por favor.","¡No, por favor! ¡Deténganse! | ¡Pol! ¡Pol!",
Animals_2012_7438638_325,"¡No, por favor! ¡Deténganse!",requests,0.8,Animals,"01:17:22,160","01:17:23,752","No, por favor. | Por favor, no.",¡Pol! ¡Pol! | ¡Ayuda!,
Animals_2012_7438638_335,Lo lamento. Lo siento.,apologies,0.8,Animals,"01:23:34,440","01:23:36,635","Eh, tío. | Pensé que nunca volvería a verte.",No puedo vivir sin ti. | Yo tampoco puedo sin ti.,
Animals_2012_7438638_338,¿No es ese tu hermano?,family,0.6335961246490479,Animals,"01:24:03,920","01:24:07,196",No puedo vivir sin ti. | Yo tampoco puedo sin ti.,Llorenç. | Llorenç.,
Animals_2012_7438638_345,Era de mi hermano.,family,0.7243255281448364,Animals,"01:25:09,880","01:25:11,359",¿Por qué habla inglés? | No lo sé.,Eso está bien. | ¿Qué ha pasado?,
Animals_2012_7438638_361,"Déjenos pasar, por favor.",farewells,0.6046129417419435,Animals,"01:26:10,760","01:26:12,113",podría estar relacionado con algunos acuíferos subterráneos en el lago. | Informando desde James Hlgh School.,¿Vamos? | Sí.,
The Spanish Apartment_2002_4390127_7,Tengo cita con el Sr. Perrin. Hola.,greetings,0.8,The Spanish Apartment,"00:02:32,528","00:02:35,072",Empieza donde luego acabaría. | ¡Aquí!,"Vaya usted. | al edificio F,",
The Spanish Apartment_2002_4390127_8,Vaya usted.,farewells,0.8,The Spanish Apartment,"00:02:35,281","00:02:37,074",¡Aquí! | Tengo cita con el Sr. Perrin. Hola.,"al edificio F, | sexto piso, despacho 6024.",
The Spanish Apartment_2002_4390127_12,"Buenos días, tengo una cita",greetings,1.0,The Spanish Apartment,"00:02:57,639","00:02:59,391","sexto piso, despacho 6024. | ¿Señor?",con Jean-Charles Perrin. | Visita para el Sr. Perrin.,
The Spanish Apartment_2002_4390127_15,Buenos días.,greetings,0.9191345119476318,The Spanish Apartment,"00:03:07,024","00:03:07,775",con Jean-Charles Perrin. | Visita para el Sr. Perrin.,"Hola. Tengo una cita con el Sr. Perrin. | Acompáñeme, por favor.",
The Spanish Apartment_2002_4390127_16,Hola. Tengo una cita con el Sr. Perrin.,greetings,0.8,The Spanish Apartment,"00:03:08,109","00:03:10,987",Visita para el Sr. Perrin. | Buenos días.,"Acompáñeme, por favor. | ¡Xavier! Buenos días, Sr. Perrin.",
The Spanish Apartment_2002_4390127_17,"Acompáñeme, por favor.",requests,0.9520775461196899,The Spanish Apartment,"00:03:11,446","00:03:13,114",Buenos días. | Hola. Tengo una cita con el Sr. Perrin.,"¡Xavier! Buenos días, Sr. Perrin. | Llámame Jean-Charles.",
The Spanish Apartment_2002_4390127_18,"¡Xavier! Buenos días, Sr. Perrin.",greetings,0.8,The Spanish Apartment,"00:03:22,750","00:03:24,752","Hola. Tengo una cita con el Sr. Perrin. | Acompáñeme, por favor.",Llámame Jean-Charles. | Me alegro de verte. ¡Pasa!,
The Spanish Apartment_2002_4390127_20,Me alegro de verte. ¡Pasa!,greetings,0.8,The Spanish Apartment,"00:03:26,796","00:03:28,632","¡Xavier! Buenos días, Sr. Perrin. | Llámame Jean-Charles.",Mi despacho. un cuadro de Boujnhart | una joven promesa. Vistas sobre París.,
The Spanish Apartment_2002_4390127_27,Me acuerdo. Hace.,farewells,0.6359024238586426,The Spanish Apartment,"00:03:48,487","00:03:50,781","Conozco a tu padre desde. | Ya te habrá contado, estudiamos en la ENA, en París.","Mi padre es de los que entiende esta jerga. | Habla con él, no pierdes nada.",
The Spanish Apartment_2002_4390127_40,podrías conseguir un puesto.,requests,0.8,The Spanish Apartment,"00:04:29,783","00:04:31,702","Si haces una tesis que trate más o menos sobre | temas económicos españoles,",En ese campo hay muchas salidas. Pero. | hay que hablar español y conocer el mercado.,
The Spanish Apartment_2002_4390127_73,¡Han perdido mi ficha! ¡No es culpa mía!,apologies,0.6028218460083008,The Spanish Apartment,"00:06:39,386","00:06:42,431",Siempre vienen el último día con solicitudes que requieren. | ¡Estaba hecha!,Solo quiero saber qué papeles necesito | para.,
The Spanish Apartment_2002_4390127_100,"se hacían la ropa, la casa.",family,0.8,The Spanish Apartment,"00:08:06,608","00:08:08,736","Martine vivía con animales, | comían lo sembrado,","En la granja, la vida era sencilla. | No sé por qué dejamos el mundo de Martine.",
The Spanish Apartment_2002_4390127_113,Mamá leía esto cuando era pequeña.,family,0.7264564538002014,The Spanish Apartment,"00:08:50,490","00:08:52,743",¡Y pensar que me llamaron Martine por ella! | Realmente me exaspera.,"A mí, me parece bonito. | Pero, Martine.",
The Spanish Apartment_2002_4390127_114,"A mí, me parece bonito.",opinions,0.8,The Spanish Apartment,"00:08:53,786","00:08:55,871",Realmente me exaspera. | Mamá leía esto cuando era pequeña.,"Pero, Martine. | No tiene importancia.",
The Spanish Apartment_2002_4390127_118,Estoy triste porque te vas.,emotions,0.7964110040664673,The Spanish Apartment,"00:09:09,678","00:09:11,806","No tiene importancia. | ¿Es por ""Martine"".?",Yo también estoy triste. | ¿Qué pasa?,
The Spanish Apartment_2002_4390127_119,Yo también estoy triste.,emotions,0.8800806903839111,The Spanish Apartment,"00:09:14,601","00:09:16,436","¿Es por ""Martine"".? | Estoy triste porque te vas.",¿Qué pasa? | Viajeros destino Barcelona.,
The Spanish Apartment_2002_4390127_125,"Bueno, pues.",farewells,0.7821515274047852,The Spanish Apartment,"00:10:02,571","00:10:03,488","Air France 6237, salida inmediata, embarque puerta C. | ¡Espera, Martine!",¿Está triste? Sí. | Yo también estoy triste. Sí.,
The Spanish Apartment_2002_4390127_126,¿Está triste? Sí.,emotions,0.8167766237258911,The Spanish Apartment,"00:10:03,655","00:10:05,032","¡Espera, Martine! | Bueno, pues.",Yo también estoy triste. Sí. | ¿Seguro que quieres irte?,
The Spanish Apartment_2002_4390127_127,Yo también estoy triste. Sí.,emotions,0.940403356552124,The Spanish Apartment,"00:10:05,199","00:10:07,326","Bueno, pues. | ¿Está triste? Sí.","¿Seguro que quieres irte? | ¿Mamá, a qué viene esto?",
The Spanish Apartment_2002_4390127_128,¿Seguro que quieres irte?,plans,0.7555111789703369,The Spanish Apartment,"00:10:07,618","00:10:09,495",¿Está triste? Sí. | Yo también estoy triste. Sí.,"¿Mamá, a qué viene esto? | ¿No será una idea de tu padre? No, lo he decidido yo solo.",
The Spanish Apartment_2002_4390127_129,"¿Mamá, a qué viene esto?",family,0.8,The Spanish Apartment,"00:10:09,662","00:10:11,330",Yo también estoy triste. Sí. | ¿Seguro que quieres irte?,"¿No será una idea de tu padre? No, lo he decidido yo solo. | Estoy a punto de irme, no quiero hablar de eso.",
The Spanish Apartment_2002_4390127_132,"Yo también estoy triste, como todos.",emotions,0.8593884134292603,The Spanish Apartment,"00:10:19,548","00:10:22,301","¿No será una idea de tu padre? No, lo he decidido yo solo. | Estoy a punto de irme, no quiero hablar de eso.","No se nota. | Atención, por favor.",
The Spanish Apartment_2002_4390127_134,"Atención, por favor.",farewells,0.7381401252746582,The Spanish Apartment,"00:10:25,388","00:10:26,806","Yo también estoy triste, como todos. | No se nota.","Último aviso del vuelo Air France, destino Barcelona, | embarquen por la puerta C.",
The Spanish Apartment_2002_4390127_138,Pronto nos veremos.,farewells,0.7440388870239258,The Spanish Apartment,"00:10:42,866","00:10:44,492",embarquen por la puerta C. | No llores.,"No llores, Martine. | No te preocupes, estoy bien.",
The Spanish Apartment_2002_4390127_143,"Señora, tenga. Gracias.",greetings,0.8,The Spanish Apartment,"00:11:36,300","00:11:38,219",¿Estás seguro de lo que haces? | ¡Déjame en paz!,¿Algo de beber? | ¿Erasmus?,
The Spanish Apartment_2002_4390127_161,"Aquí, salen a cenar sobre las diez.",plans,0.8793229484558106,The Spanish Apartment,"00:12:53,344","00:12:55,805","No sé por qué se empeñó en hablar conmigo. | Ya verás, es una ciudad de locos.","Antes, no hay ni un alma. | Y después, ¡fiesta! Les encanta divertirse.",
The Spanish Apartment_2002_4390127_167,"¿Y usted, tú qué haces aquí?",greetings,0.6699715805053712,The Spanish Apartment,"00:13:13,158","00:13:15,119","No. ¡Ya te enterarás! | Con los Erasmus, ve con cuidado, no vas a dormir mucho.","Trabajo en el Hospital del Mar, soy neurólogo. | ¿Y tú?",
The Spanish Apartment_2002_4390127_195,Iba a casa de un amigo de mi madre que yo no conocía.,family,0.7189493083953857,The Spanish Apartment,"00:16:16,738","00:16:21,243","Será una tontería, pero los peores momentos de un viaje | son, después, los que más contamos.","Era un chileno con una sobrina aquí, | donde podía pasar unos días, hasta encontrar departamento.",
The Spanish Apartment_2002_4390127_199,vivía con su abuelo y era complicado.,family,0.6541510009765625,The Spanish Apartment,"00:16:44,894","00:16:47,480","donde podía pasar unos días, hasta encontrar departamento. | Pero no podía quedarme mucho porque","En fin, que no podía quedarme. | Si antes de venir ya era complicado,",
The Spanish Apartment_2002_4390127_204,"Gracias, mamá.",family,0.8,The Spanish Apartment,"00:17:02,497","00:17:04,040",esto era el típico problema de mi madre. | No hacerle caso nunca más. Ignorar sus locuras.,"No hacerle caso. Ignorar sus planes de mierda. | ¿Hola, Jean-Michel?",
The Spanish Apartment_2002_4390127_206,"¿Hola, Jean-Michel?",greetings,0.8682289743423462,The Spanish Apartment,"00:17:13,134","00:17:15,428","Gracias, mamá. | No hacerle caso. Ignorar sus planes de mierda.","Soy Xavier, nos vimos en el aeropuerto. | ¡Vaya, hombre!",lexical:che
The Spanish Apartment_2002_4390127_208,"¡Vaya, hombre!",greetings,0.7524833869934082,The Spanish Apartment,"00:17:18,557","00:17:19,391","¿Hola, Jean-Michel? | Soy Xavier, nos vimos en el aeropuerto.","No, no. Sí, sí. | ¿Sabe quién soy? Sí, en el avión.",
The Spanish Apartment_2002_4390127_227,Nosotros también acabamos de llegar. Estamos en familia.,family,0.824524917602539,The Spanish Apartment,"00:18:10,615","00:18:14,911","Él está en Chile y olvidó decirme que no podía quedarme. | No, en serio, ningún problema.","Tú, tranquilo. Sé lo que es. A mí, me pasó lo mismo. | Entre galos, hay que ayudarse.",
The Spanish Apartment_2002_4390127_230,Puedes dormir en el sofá.,requests,0.8,The Spanish Apartment,"00:18:22,294","00:18:24,171","Tú, tranquilo. Sé lo que es. A mí, me pasó lo mismo. | Entre galos, hay que ayudarse.",Anne-So te hará algo de comer. | Sí.,
The Spanish Apartment_2002_4390127_237,"Para acompañar, mantequilla no hay. ¿Qué tal con aceite?",greetings,0.8,The Spanish Apartment,"00:18:41,566","00:18:45,904","un poco de arroz, | o una pasta.","Sí, muy bien, pasta con aceite de oliva. ¡Marchando! | Marchando.",
The Spanish Apartment_2002_4390127_240,"Perdona, despertarte era inevitable.",apologies,0.8977927827835083,The Spanish Apartment,"00:19:06,802","00:19:09,430","Sí, muy bien, pasta con aceite de oliva. ¡Marchando! | Marchando.","Sí, claro, no importa. | ¿Quiere un café?",
The Spanish Apartment_2002_4390127_272,¿Me haces un favor?,requests,0.6714438629150391,The Spanish Apartment,"00:21:25,707","00:21:26,958",El día 1 de cada mes. Si no. | Tengo prisa. Me voy volando.,"Sí. | Sí, sí, por supuesto.",
The Spanish Apartment_2002_4390127_275,Salir con Anne-So.,plans,0.8,The Spanish Apartment,"00:21:31,797","00:21:33,048","Sí. | Sí, sí, por supuesto.",Le da miedo salir sola. | Tú hablas algo de español.,
The Spanish Apartment_2002_4390127_276,Le da miedo salir sola.,plans,0.8,The Spanish Apartment,"00:21:34,091","00:21:35,718","Sí, sí, por supuesto. | Salir con Anne-So.","Tú hablas algo de español. | Oh, sí. Sí, claro.",
The Spanish Apartment_2002_4390127_282,Parecía tan triste que yo también me puse triste.,emotions,0.6592755222320557,The Spanish Apartment,"00:22:19,934","00:22:23,647","En el avión, lo vi llorar. | ¿Ah, sí?","Sí, crees que te alegras de irte, que eres fuerte. | Luego despegas y no estás tan seguro.",
The Spanish Apartment_2002_4390127_289,Soy tan feliz con Jean-Michel.,emotions,0.7618245267868041,The Spanish Apartment,"00:22:47,256","00:22:50,093","Es una extraña mezcla. | A mí, me pasa lo mismo.","Quería venir con él, vivir intensamente a su lado. | Pero, a la vez, tengo miedo.",lexical:che
The Spanish Apartment_2002_4390127_305,Cuento los días. Quiero estar contigo. Te quiero.,emotions,0.9375685834884643,The Spanish Apartment,"00:23:50,618","00:23:53,830","me alegro, pero también me da envidia. | No es fácil estar lejos.","A veces, para compartir piso había que pasar un examen. | Lo sentimos mucho, esto no es para nada un tribunal.",
The Spanish Apartment_2002_4390127_309,Así que los vamos a ver a todos y decidiremos juntos.,plans,0.8,The Spanish Apartment,"00:24:07,345","00:24:11,725","Lo sentimos mucho, esto no es para nada un tribunal. | Ha contestado mucha gente.","Queremos que sea estupendo entre nosotros. | Que haya ""buenas vibras"" entre la gente.",
The Spanish Apartment_2002_4390127_349,"¡Adiós, Anne-Sophie!",farewells,0.776640191078186,The Spanish Apartment,"00:26:38,347","00:26:40,099",¿Qué tipo de música? | El curso había empezado y seguía sin departamento.,No entiendo las clases en catalán. ¿Y ustedes? | ¡No puede ser! ¡Hay que decírselo!,
The Spanish Apartment_2002_4390127_356,Buenos días a todos.,greetings,1.0,The Spanish Apartment,"00:27:13,136","00:27:14,929",¿Quién? | ¡Tú!,Hoy hablaremos del futuro del capitalismo global. | Por dónde íbamos.,
The Spanish Apartment_2002_4390127_377,¡Bien! ¡Sí!,greetings,0.6876094055175782,The Spanish Apartment,"00:30:14,338","00:30:16,090","¡Genial! Ya tengo departamento. ¡Anda, qué bien! | Sí, entonces, está bien.","Yo tengo un cuarto de mierda donde trabajo. | ¿Qué haces? Estoy de au pair, cuido niños.",
The Spanish Apartment_2002_4390127_381,"¿Estupendo? Lo será para ti. ¡Pues sí, para mí sí!",farewells,0.6917104911804199,The Spanish Apartment,"00:30:26,643","00:30:30,481","¿Qué haces? Estoy de au pair, cuido niños. | ¡Eso es estupendo!","Estoy triste porque te vas. | ¡Hola, Wendy! ¡Hola!",
The Spanish Apartment_2002_4390127_382,Estoy triste porque te vas.,emotions,0.7964110040664673,The Spanish Apartment,"00:30:47,708","00:30:49,210","¡Eso es estupendo! | ¿Estupendo? Lo será para ti. ¡Pues sí, para mí sí!","¡Hola, Wendy! ¡Hola! | El albergue español",
The Spanish Apartment_2002_4390127_383,"¡Hola, Wendy! ¡Hola!",greetings,0.9201400184631348,The Spanish Apartment,"00:31:15,906","00:31:18,034","¿Estupendo? Lo será para ti. ¡Pues sí, para mí sí! | Estoy triste porque te vas.","El albergue español | La casa era literalmente un ""albergue español"".",
The Spanish Apartment_2002_4390127_385,"La casa era literalmente un ""albergue español"".",family,0.8,The Spanish Apartment,"00:31:28,212","00:31:31,132","¡Hola, Wendy! ¡Hola! | El albergue español","Espera. Albergue, albergue. | ""Mucho se aprende del albergue español,",
The Spanish Apartment_2002_4390127_386,"Espera. Albergue, albergue.",farewells,0.7413420867919922,The Spanish Apartment,"00:31:32,967","00:31:36,346","El albergue español | La casa era literalmente un ""albergue español"".","""Mucho se aprende del albergue español, | solo hallarás lo que ya tengas."" Maurois.",
The Spanish Apartment_2002_4390127_397,"Sí, el sábado.",plans,0.6099709701538086,The Spanish Apartment,"00:32:25,359","00:32:26,652","Recuerdo que ayer antes de acostarme tomé queso de ahí. | Y, al dejarlo, puse los lentes.","Alessandro, los pies. Agua. | Soledad, ese es mi estante.",
The Spanish Apartment_2002_4390127_400,La botella no cabe en el mío. ¿No podrías. ponerla tumbada?,requests,0.8,The Spanish Apartment,"00:32:34,661","00:32:39,958","Alessandro, los pies. Agua. | Soledad, ese es mi estante.","¿Alguien quiere té? | Sí, yo.",
The Spanish Apartment_2002_4390127_406,Pronto vendrás a verme.,farewells,0.6079955291748047,The Spanish Apartment,"00:33:01,733","00:33:03,735",No. | No.,"Sí. | Pues, sí.",
The Spanish Apartment_2002_4390127_410,¡Basta ya!,farewells,0.7069317054748536,The Spanish Apartment,"00:33:10,701","00:33:12,036","Pues, sí. | No.","No, es que no puedo hablar. | No, no estoy solo.",
The Spanish Apartment_2002_4390127_417,Ven pronto a verme. Tengo ganas de verte.,emotions,0.6823077392578125,The Spanish Apartment,"00:33:40,109","00:33:43,029","No, no es una sola persona, son cinco. | No quiero discutir por teléfono, es ridículo.","Sí. | Sí, yo también. ¡Pues claro!",
The Spanish Apartment_2002_4390127_420,"Sí, yo también te quiero.",emotions,0.9577458047866821,The Spanish Apartment,"00:33:52,706","00:33:54,792","Sí. | Sí, yo también. ¡Pues claro!","Yo también te quiero. | Vamos, ya hablaremos. Un beso.",
The Spanish Apartment_2002_4390127_421,Yo también te quiero.,emotions,0.9689745330810547,The Spanish Apartment,"00:33:57,211","00:33:59,297","Sí, yo también. ¡Pues claro! | Sí, yo también te quiero.","Vamos, ya hablaremos. Un beso. | Te quiero, mi amor.",
The Spanish Apartment_2002_4390127_422,"Vamos, ya hablaremos. Un beso.",farewells,0.6891004753112794,The Spanish Apartment,"00:34:00,340","00:34:03,259","Sí, yo también te quiero. | Yo también te quiero.","Te quiero, mi amor. | Te adoro, mi amor.",
The Spanish Apartment_2002_4390127_423,"Te quiero, mi amor.",emotions,0.952749171257019,The Spanish Apartment,"00:34:06,471","00:34:08,182","Yo también te quiero. | Vamos, ya hablaremos. Un beso.","Te adoro, mi amor. | ""Xavier no está. Volverá esta noche.""",
The Spanish Apartment_2002_4390127_424,"Te adoro, mi amor.",emotions,0.6181650352478028,The Spanish Apartment,"00:34:11,936","00:34:14,313","Vamos, ya hablaremos. Un beso. | Te quiero, mi amor.","""Xavier no está. Volverá esta noche."" | ""Xavier no está.",
The Spanish Apartment_2002_4390127_425,"""Xavier no está. Volverá esta noche.""",plans,0.8,The Spanish Apartment,"00:34:35,087","00:34:39,717","Te quiero, mi amor. | Te adoro, mi amor.","""Xavier no está. | Volverá esta noche.""",lexical:che
The Spanish Apartment_2002_4390127_427,"Volverá esta noche.""",plans,0.795088996887207,The Spanish Apartment,"00:34:51,188","00:34:54,984","""Xavier no está. Volverá esta noche."" | ""Xavier no está.","Lo siento, no entiendo francés. | ¿""Maman""? Está bien, se lo diré.",lexical:che
The Spanish Apartment_2002_4390127_433,"Tranquila, ¿eh?",greetings,0.61032621383667,The Spanish Apartment,"00:35:19,302","00:35:21,263","¿Qué? | ¿""La fuck""?","Precioso, ¿verdad? | ¡Oh, Dios mío! ¡Dios mío!",
The Spanish Apartment_2002_4390127_436,¿Estás bien?,greetings,0.6348894309997559,The Spanish Apartment,"00:36:21,539","00:36:22,623","Precioso, ¿verdad? | ¡Oh, Dios mío! ¡Dios mío!",Quizá. necesita comer algo. | ¿Lo han pasado bien?,
The Spanish Apartment_2002_4390127_445,Buonissimo.,farewells,0.7741851997375488,The Spanish Apartment,"00:36:52,782","00:36:53,950","Íbamos todos los días. Era de un pintoresco italiano. | ""Hoy les sugiero jamón con melón. Muy rico.""","¿Siempre decía lo mismo? Siempre, durante dos semanas. | ¿Sí? ¿Todos los días?",
